samples	symbol	Mutation	CNA Status	Expression
TCGA-12-0821	PLCG1	-	-	2.982
TCGA-12-0821	PPP2R1A	-	-	0.806
TCGA-12-0821	PTEN	-	-	-1.417
TCGA-12-0821	RAC1	-	-	1.606
TCGA-12-0821	RANBP2	-	-	-0.834
TCGA-12-0821	RANBP3	-	-	1.29
TCGA-12-0821	RB1	-	-	1.342
TCGA-12-0821	RBMX	-	-	0.988
TCGA-12-0821	RHEB	-	-	1.791
TCGA-12-0821	RHOA	-	-	0.455
TCGA-12-0821	RPL5	-	-	-0.714
TCGA-12-0821	RPSAP58	-	-	0.282
TCGA-12-0821	RUNX1	-	-	-0.431
TCGA-12-0821	RXRA	-	-	-0.401
TCGA-12-0821	SMAD2	-	-	-0.201
TCGA-12-0821	SMC1A	-	-	-0.759
TCGA-12-0821	SPATA6	-	-	1.929
TCGA-12-0821	SPEN	-	-	-0.41
TCGA-12-0821	SPOP	-	-	1.417
TCGA-12-0821	STAG2	1	-	-0.588
TCGA-12-0821	STK11	-	-	0.09
TCGA-12-0821	SYNE1	1	-	0.278
TCGA-12-0821	TBL1XR1	-	-	-0.442
TCGA-12-0821	TBX3	-	-	-0.015
TCGA-12-0821	TCF12	-	-	1.654
TCGA-12-0821	TCF7	-	-	-0.317
TCGA-12-0821	TET2	-	-	-0.123
TCGA-12-0821	TFDP1	-	-	0.092
TCGA-12-0821	TGFBR2	-	-	-0.549
TCGA-12-0821	TGIF1	-	-	-0.519
TCGA-12-0821	TJP2	-	-	-1.111
TCGA-12-0821	TNFRSF10C	-	-	-0.213
TCGA-12-0821	TOM1	-	-	-0.623
TCGA-12-0821	TP53	-	-	1.542
TCGA-12-0821	U2AF1	-	-	0.285
TCGA-12-0821	WT1	-	-	-0.01
TCGA-12-0821	ZFP36L1	-	-	-0.695
TCGA-12-0821	ZFP36L2	-	-	-0.175
TCGA-12-0821	ZNF132	-	-	1.611
TCGA-12-0821	ZNF300	-	-	1.515
TCGA-12-0821	ZNF814	1	-	0.386
TCGA-12-0821	ZNF844	-	-	0.123
TCGA-12-1597	ABCB1	-	-	0.213
TCGA-12-1597	ACVR1B	-	-	-0.074
TCGA-12-1597	ADCY1	-	-	0.646
TCGA-12-1597	ADORA2A	-	-	-0.15
TCGA-12-1597	AHNAK2	-	-	-0.178
TCGA-12-1597	AKAP9	1	-	-0.484
TCGA-12-1597	AKD1	-	-	0.208
TCGA-12-1597	AKT1	-	-	0.164
TCGA-12-1597	AMPH	-	-	2.274
TCGA-12-1597	APAF1	-	-	0.07
TCGA-12-1597	BCOR	-	-	-0.507
TCGA-12-1597	BRAF	-	-	-0.685
TCGA-12-1597	BRCA1	-	-	-0.332
TCGA-12-1597	BRCA2	-	-	-0.349
TCGA-12-1597	CAD	-	-	-0.666
TCGA-12-1597	CASP8	-	-	-1.31
TCGA-12-1597	CAST	-	-	-1.29
TCGA-12-1597	CBFB	-	-	0.558
TCGA-12-1597	CCND1	-	-	-0.249
TCGA-12-1597	CDKN2A	-	-	0.915
TCGA-12-1597	CDKN2C	-	-	8.675
TCGA-12-1597	CEBPA	-	-	0.331
TCGA-12-1597	CENPF	-	-	-0.411
TCGA-12-1597	CFH	-	-	-0.446
TCGA-12-1597	CHD4	-	-	-1.297
TCGA-12-1597	CHD8	-	-	-0.731
TCGA-12-1597	CREM	-	-	1.047
TCGA-12-1597	CRTC3	-	-	-0.031
TCGA-12-1597	CTCF	-	-	-0.329
TCGA-12-1597	CUL1	-	-	-0.535
TCGA-12-1597	DHX9	-	-	-0.554
TCGA-12-1597	DICER1	-	-	-0.831
TCGA-12-1597	DMD	-	-	0.367
TCGA-12-1597	DNMT3A	-	-	-0.517
TCGA-12-1597	EGFR	-	-	0.891
TCGA-12-1597	EIF4A2	-	-	0.883
TCGA-12-1597	ELF3	-	-	-0.73
TCGA-12-1597	ERCC2	-	-	1.194
TCGA-12-1597	EWSR1	-	-	-0.396
TCGA-12-1597	EZH2	-	-	0.813
TCGA-12-1597	FANCA	-	-	-0.007
TCGA-12-1597	FBN2	-	-	-0.043
TCGA-12-1597	FBXO11	-	-	0.168
TCGA-12-1597	FES	-	-	-0.121
TCGA-12-1597	FGFR3	-	-	0.34
TCGA-12-1597	FLT3	-	-	-0.005
TCGA-12-1597	FOXA2	-	-	0.012
TCGA-12-1597	FRG1B	-	-	-1.357
TCGA-12-1597	GATA3	-	-	-0.014
TCGA-12-1597	GNAI1	-	-	1.45
TCGA-12-1597	GNAS	-	-	1.749
TCGA-12-1597	GOLGA5	-	-	-1.033
TCGA-12-1597	GOT2	-	-	0.428
TCGA-12-1597	GPHN	-	-	1.628
TCGA-12-1597	GPS2	-	-	0.22
TCGA-12-1597	H3F3C	-	-	-0.438
TCGA-12-1597	HGF	-	-	-0.02
TCGA-12-1597	HLA-A	-	-	-0.437
TCGA-12-1597	HMGXB4	-	-	0.817
TCGA-12-1597	HRAS	-	-	0.867
TCGA-12-1597	HSPA8	-	-	0.189
TCGA-12-1597	HUWE1	-	-	-1.429
TCGA-12-1597	IDH1	-	-	-0.03
TCGA-12-1597	IDH2	-	-	0.115
TCGA-12-1597	IRS2	-	-	1.042
TCGA-12-1597	KDM5C	-	-	-0.635
TCGA-12-1597	KEAP1	-	-	0.848
TCGA-12-1597	KIFC3	-	-	-0.143
TCGA-12-1597	KIT	-	-	0.773
TCGA-12-1597	KRAS	-	-	-0.297
TCGA-12-1597	LEPR	-	-	-0.318
TCGA-12-1597	LIFR	-	-	3.823
TCGA-12-1597	LPP	-	-	-1.036
TCGA-12-1597	LUM	-	-	-0.313
TCGA-12-1597	LZTR1	-	-	-0.135
TCGA-12-1597	MALAT1	-	-	-0.014
TCGA-12-1597	MAP2K4	-	-	0.111
TCGA-12-1597	MAP3K3	-	-	-0.461
TCGA-12-1597	MAPK8IP1	-	-	5.095
TCGA-12-1597	MATK	-	-	0.119
TCGA-12-1597	MDM2	-	-	0.042
TCGA-12-1597	MDM4	-	-	5.988
TCGA-12-1597	METTL14	-	-	-1.082
TCGA-12-1597	MN1	-	-	0.97
TCGA-12-1597	MTOR	-	-	-1.073
TCGA-12-1597	NAV3	-	-	0.146
TCGA-12-1597	NBPF10	-	-	-0.272
TCGA-12-1597	NCOA4	-	-	-0.361
TCGA-12-1597	NF1	-	-	-0.682
TCGA-12-1597	NFE2L2	-	-	-0.323
TCGA-12-1597	NLRP3	-	-	0.245
TCGA-12-1597	NOTCH1	-	-	0.45
TCGA-12-1597	NR4A2	-	-	-0.078
TCGA-12-1597	PCBP1	-	-	-0.8
TCGA-12-1597	PDGFRA	-	-	2.141
TCGA-12-1597	PIK3CA	-	-	-0.522
TCGA-12-1597	PIK3CG	-	-	-0.094
TCGA-12-1597	PIK3R1	-	-	1.268
TCGA-12-1597	PIP5K1A	-	-	-0.47
TCGA-12-1597	PLCG1	-	-	2.503
TCGA-12-1597	PPP2R1A	-	-	1.999
TCGA-12-1597	PTEN	1	-	-1.119
TCGA-12-1597	RAC1	-	-	0.677
TCGA-12-1597	RANBP2	-	-	-1.338
TCGA-12-1597	RANBP3	-	-	1.319
TCGA-12-1597	RB1	-	-	-0.21
TCGA-12-1597	RBMX	-	-	1.35
TCGA-12-1597	RHEB	-	-	1.135
TCGA-12-1597	RHOA	-	-	0.846
TCGA-12-1597	RPL5	-	-	0.178
TCGA-12-1597	RPSAP58	-	-	0.398
TCGA-12-1597	RUNX1	-	-	-0.588
TCGA-12-1597	RXRA	-	-	0.232
TCGA-12-1597	SMAD2	-	-	-0.897
TCGA-12-1597	SMC1A	-	-	-1.004
TCGA-12-1597	SPATA6	-	-	0.462
TCGA-12-1597	SPEN	-	-	-0.503
TCGA-12-1597	SPOP	-	-	1.339
TCGA-12-1597	STAG2	-	-	-0.341
TCGA-12-1597	STK11	-	-	-0.066
TCGA-12-1597	SYNE1	-	-	-0.269
TCGA-12-1597	TBL1XR1	-	-	-0.844
TCGA-12-1597	TBX3	-	-	-0.156
TCGA-12-1597	TCF12	-	-	3.235
TCGA-12-1597	TCF7	-	-	-0.328
TCGA-12-1597	TET2	-	-	-0.322
TCGA-12-1597	TFDP1	-	-	-0.138
TCGA-12-1597	TGFBR2	-	-	-0.495
TCGA-12-1597	TGIF1	-	-	-0.875
TCGA-12-1597	TJP2	-	-	-0.228
TCGA-12-1597	TNFRSF10C	-	-	-0.335
TCGA-12-1597	TOM1	-	-	-0.016
TCGA-12-1597	TP53	-	-	-0.296
TCGA-12-1597	U2AF1	-	-	-0.217
TCGA-12-1597	WT1	-	-	-0.01
TCGA-12-1597	ZFP36L1	-	-	-0.772
TCGA-12-1597	ZFP36L2	-	-	-0.07
TCGA-12-1597	ZNF132	-	-	1.149
TCGA-12-1597	ZNF300	-	-	4.72
TCGA-12-1597	ZNF814	-	-	0.093
TCGA-12-1597	ZNF844	-	-	0.843
TCGA-12-3650	ABCB1	-	-	0.703
TCGA-12-3650	ACVR1B	-	-	-0.887
TCGA-12-3650	ADCY1	-	-	0.472
TCGA-12-3650	ADORA2A	-	-	-0.137
TCGA-12-3650	AHNAK2	-	-	-0.192
TCGA-12-3650	AKAP9	-	-	-0.561
TCGA-12-3650	AKD1	-	-	0.323
TCGA-12-3650	AKT1	-	-	0.771
TCGA-12-3650	AMPH	-	-	3.276
TCGA-12-3650	APAF1	-	-	0.035
TCGA-12-3650	BCOR	-	-	-1.114
TCGA-12-3650	BRAF	-	-	-0.718
TCGA-12-3650	BRCA1	-	-	0.094
TCGA-12-3650	BRCA2	-	-	-0.272
TCGA-12-3650	CAD	-	-	-0.722
TCGA-12-3650	CASP8	-	-	-1.294
TCGA-12-3650	CAST	-	-	-1.248
TCGA-12-3650	CBFB	-	-	-0.006
TCGA-12-3650	CCND1	-	-	-0.247
TCGA-12-3650	CDKN2A	0	-2	-0.062
TCGA-12-3650	CDKN2C	-	-	6.897
TCGA-12-3650	CEBPA	-	-	0.394
TCGA-12-3650	CENPF	-	-	-0.117
TCGA-12-3650	CFH	-	-	-0.378
TCGA-12-3650	CHD4	-	-	-1.261
TCGA-12-3650	CHD8	-	-	-1.026
TCGA-12-3650	CREM	-	-	2.424
TCGA-12-3650	CRTC3	-	-	0.861
TCGA-12-3650	CTCF	-	-	-0.392
TCGA-12-3650	CUL1	-	-	0.805
TCGA-12-3650	DHX9	-	-	0.423
TCGA-12-3650	DICER1	-	-	-0.824
TCGA-12-3650	DMD	-	-	0.335
TCGA-12-3650	DNMT3A	-	-	-0.352
TCGA-12-3650	EGFR	1	2	3.318
TCGA-12-3650	EIF4A2	-	-	0.352
TCGA-12-3650	ELF3	-	-	-0.731
TCGA-12-3650	ERCC2	-	-	2.248
TCGA-12-3650	EWSR1	-	-	-0.342
TCGA-12-3650	EZH2	-	-	2.867
TCGA-12-3650	FANCA	-	-	0.585
TCGA-12-3650	FBN2	-	-	-0.017
TCGA-12-3650	FBXO11	-	-	0.89
TCGA-12-3650	FES	-	-	-0.131
TCGA-12-3650	FGFR3	-	-	0.216
TCGA-12-3650	FLT3	-	-	-0.006
TCGA-12-3650	FOXA2	-	-	-0.009
TCGA-12-3650	FRG1B	-	-	-0.644
TCGA-12-3650	GATA3	-	-	-0.014
TCGA-12-3650	GNAI1	-	-	0.004
TCGA-12-3650	GNAS	-	-	1.035
TCGA-12-3650	GOLGA5	-	-	-0.992
TCGA-12-3650	GOT2	-	-	0.392
TCGA-12-3650	GPHN	-	-	2.858
TCGA-12-3650	GPS2	-	-	0.449
TCGA-12-3650	H3F3C	-	-	-0.346
TCGA-12-3650	HGF	-	-	-0
TCGA-12-3650	HLA-A	-	-	0.09
TCGA-12-3650	HMGXB4	-	-	0.769
TCGA-12-3650	HRAS	-	-	1.7
TCGA-12-3650	HSPA8	-	-	1.281
TCGA-12-3650	HUWE1	-	-	-1.563
TCGA-12-3650	IDH1	-	-	1.567
TCGA-12-3650	IDH2	-	-	0.157
TCGA-12-3650	IRS2	-	-	0.617
TCGA-12-3650	KDM5C	-	-	-1.193
TCGA-12-3650	KEAP1	-	-	1.907
TCGA-12-3650	KIFC3	-	-	1.274
TCGA-12-3650	KIT	-	-	-0.057
TCGA-12-3650	KRAS	-	-	-0.181
TCGA-12-3650	LEPR	-	-	-0.225
TCGA-12-3650	LIFR	-	-	1.051
TCGA-12-3650	LPP	-	-	-1.008
TCGA-12-3650	LUM	-	-	-0.304
TCGA-12-3650	LZTR1	-	-	0.113
TCGA-12-3650	MALAT1	-	-	-0.046
TCGA-12-3650	MAP2K4	-	-	0.287
TCGA-12-3650	MAP3K3	-	-	-0.529
TCGA-12-3650	MAPK8IP1	-	-	4.548
TCGA-12-3650	MATK	-	-	0.245
TCGA-12-3650	MDM2	-	-	-0.027
TCGA-12-3650	MDM4	-	-	-0.023
TCGA-12-3650	METTL14	-	-	-1.418
TCGA-12-3650	MN1	-	-	0.189
TCGA-12-3650	MTOR	-	-	-0.852
TCGA-12-3650	NAV3	-	-	-0.008
TCGA-12-3650	NBPF10	-	-	-0.275
TCGA-12-3650	NCOA4	-	-	-0.607
TCGA-12-3650	NF1	-	-	-0.816
TCGA-12-3650	NFE2L2	-	-	-0.394
TCGA-12-3650	NLRP3	-	-	-0.054
TCGA-12-3650	NOTCH1	-	-	1.271
TCGA-12-3650	NR4A2	-	-	-0.281
TCGA-12-3650	PCBP1	-	-	-0.512
TCGA-12-3650	PDGFRA	-	-	0.391
TCGA-12-3650	PIK3CA	-	-	-0.34
TCGA-12-3650	PIK3CG	-	-	-0.07
TCGA-12-3650	PIK3R1	-	-	0.824
TCGA-12-3650	PIP5K1A	-	-	-0.275
TCGA-12-3650	PLCG1	-	-	1.115
TCGA-12-3650	PPP2R1A	-	-	2.975
TCGA-12-3650	PTEN	0	-2	-1.295
TCGA-12-3650	RAC1	-	-	1.226
TCGA-12-3650	RANBP2	-	-	-1.392
TCGA-12-3650	RANBP3	-	-	3.352
TCGA-12-3650	RB1	-	-	0.58
TCGA-12-3650	RBMX	0	2	3.065
TCGA-12-3650	RHEB	-	-	1.364
TCGA-12-3650	RHOA	-	-	1.642
TCGA-12-3650	RPL5	-	-	-0.177
TCGA-12-3650	RPSAP58	-	-	0.908
TCGA-12-3650	RUNX1	-	-	-0.499
TCGA-12-3650	RXRA	-	-	-0.669
TCGA-12-3650	SMAD2	-	-	-0.915
TCGA-12-3650	SMC1A	-	-	-0.918
TCGA-12-3650	SPATA6	-	-	4.376
TCGA-12-3650	SPEN	-	-	-0.819
TCGA-12-3650	SPOP	-	-	0.482
TCGA-12-3650	STAG2	-	-	0.076
TCGA-12-3650	STK11	-	-	1.902
TCGA-12-3650	SYNE1	-	-	-0.19
TCGA-12-3650	TBL1XR1	-	-	-0.654
TCGA-12-3650	TBX3	-	-	-0.109
TCGA-12-3650	TCF12	-	-	5.049
TCGA-12-3650	TCF7	-	-	-0.204
TCGA-12-3650	TET2	-	-	-0.102
TCGA-12-3650	TFDP1	-	-	0.499
TCGA-12-3650	TGFBR2	-	-	-0.541
TCGA-12-3650	TGIF1	-	-	-0.463
TCGA-12-3650	TJP2	-	-	-1.131
TCGA-12-3650	TNFRSF10C	-	-	-0.28
TCGA-12-3650	TOM1	-	-	-0.243
TCGA-12-3650	TP53	-	-	0
TCGA-12-3650	U2AF1	-	-	0.415
TCGA-12-3650	WT1	-	-	-0.009
TCGA-12-3650	ZFP36L1	-	-	-0.921
TCGA-12-3650	ZFP36L2	-	-	-0.232
TCGA-12-3650	ZNF132	-	-	1.448
TCGA-12-3650	ZNF300	-	-	5.261
TCGA-12-3650	ZNF814	-	-	0.639
TCGA-12-3650	ZNF844	-	-	0.929
TCGA-14-0736	ABCB1	-	-	0.145
TCGA-14-0736	ACVR1B	-	-	-0.83
TCGA-14-0736	ADCY1	-	-	0.132
TCGA-14-0736	ADORA2A	-	-	-0.089
TCGA-14-0736	AHNAK2	-	-	-0.149
TCGA-14-0736	AKAP9	-	-	-0.579
TCGA-14-0736	AKD1	-	-	0.627
TCGA-14-0736	AKT1	-	-	-1.016
TCGA-14-0736	AMPH	-	-	3.548
TCGA-14-0736	APAF1	-	-	-0.209
TCGA-14-0736	BCOR	-	-	-1.478
TCGA-14-0736	BRAF	-	-	-1.241
TCGA-14-0736	BRCA1	-	-	0.003
TCGA-14-0736	BRCA2	-	-	-0.421
TCGA-14-0736	CAD	-	-	-0.986
TCGA-14-0736	CASP8	-	-	-0.444
TCGA-14-0736	CAST	-	-	-0.621
TCGA-14-0736	CBFB	-	-	-0.716
TCGA-14-0736	CCND1	-	-	-0.333
TCGA-14-0736	CDKN2A	-	-	0.015
TCGA-14-0736	CDKN2C	-	-	4.105
TCGA-14-0736	CEBPA	-	-	0.737
TCGA-14-0736	CENPF	-	-	-0.803
TCGA-14-0736	CFH	-	-	0.264
TCGA-14-0736	CHD4	-	-	-1.958
TCGA-14-0736	CHD8	-	-	-1.57
TCGA-14-0736	CREM	-	-	3.371
TCGA-14-0736	CRTC3	-	-	-1.24
TCGA-14-0736	CTCF	-	-	-2.532
TCGA-14-0736	CUL1	-	-	-0.034
TCGA-14-0736	DHX9	-	-	-1.76
TCGA-14-0736	DICER1	-	-	-0.987
TCGA-14-0736	DMD	-	-	0.576
TCGA-14-0736	DNMT3A	-	-	-0.799
TCGA-14-0736	EGFR	0	2	0.383
TCGA-14-0736	EIF4A2	-	-	3.874
TCGA-14-0736	ELF3	-	-	-0.688
TCGA-14-0736	ERCC2	-	-	-0.107
TCGA-14-0736	EWSR1	-	-	-1.712
TCGA-14-0736	EZH2	-	-	-0.757
TCGA-14-0736	FANCA	-	-	-0.759
TCGA-14-0736	FBN2	-	-	-0.036
TCGA-14-0736	FBXO11	-	-	-0.429
TCGA-14-0736	FES	-	-	0.217
TCGA-14-0736	FGFR3	-	-	0.138
TCGA-14-0736	FLT3	-	-	-0.001
TCGA-14-0736	FOXA2	-	-	-0.009
TCGA-14-0736	FRG1B	-	-	-0.116
TCGA-14-0736	GATA3	-	-	-0.014
TCGA-14-0736	GNAI1	-	-	0.075
TCGA-14-0736	GNAS	-	-	0.159
TCGA-14-0736	GOLGA5	-	-	-0.952
TCGA-14-0736	GOT2	-	-	-0.06
TCGA-14-0736	GPHN	-	-	0.098
TCGA-14-0736	GPS2	-	-	1.257
TCGA-14-0736	H3F3C	-	-	-0.306
TCGA-14-0736	HGF	-	-	0.032
TCGA-14-0736	HLA-A	-	-	-0.208
TCGA-14-0736	HMGXB4	-	-	-1.056
TCGA-14-0736	HRAS	-	-	0.94
TCGA-14-0736	HSPA8	-	-	1.017
TCGA-14-0736	HUWE1	-	-	-1.485
TCGA-14-0736	IDH1	-	-	0.146
TCGA-14-0736	IDH2	-	-	-0.26
TCGA-14-0736	IRS2	-	-	0.226
TCGA-14-0736	KDM5C	-	-	-1.732
TCGA-14-0736	KEAP1	-	-	0.458
TCGA-14-0736	KIFC3	-	-	-0.103
TCGA-14-0736	KIT	-	-	0.01
TCGA-14-0736	KRAS	-	-	-0.333
TCGA-14-0736	LEPR	-	-	-0.178
TCGA-14-0736	LIFR	-	-	1.143
TCGA-14-0736	LPP	-	-	-1.007
TCGA-14-0736	LUM	-	-	-0.26
TCGA-14-0736	LZTR1	-	-	-0.574
TCGA-14-0736	MALAT1	-	-	-0.042
TCGA-14-0736	MAP2K4	-	-	1.067
TCGA-14-0736	MAP3K3	-	-	-0.784
TCGA-14-0736	MAPK8IP1	-	-	2.485
TCGA-14-0736	MATK	-	-	1.359
TCGA-14-0736	MDM2	-	-	0.015
TCGA-14-0736	MDM4	-	-	-0.122
TCGA-14-0736	METTL14	-	-	-1.102
TCGA-14-0736	MN1	-	-	-0.176
TCGA-14-0736	MTOR	-	-	-1.4
TCGA-14-0736	NAV3	-	-	0.414
TCGA-14-0736	NBPF10	-	-	-0.287
TCGA-14-0736	NCOA4	-	-	0.095
TCGA-14-0736	NF1	-	-	-1.063
TCGA-14-0736	NFE2L2	-	-	0.179
TCGA-14-0736	NLRP3	-	-	0.224
TCGA-14-0736	NOTCH1	-	-	-0.601
TCGA-14-0736	NR4A2	-	-	-0.222
TCGA-14-0736	PCBP1	-	-	-0.681
TCGA-14-0736	PDGFRA	-	-	0.134
TCGA-14-0736	PIK3CA	-	-	-0.518
TCGA-14-0736	PIK3CG	-	-	0.014
TCGA-14-0736	PIK3R1	-	-	0.456
TCGA-14-0736	PIP5K1A	-	-	-0.164
TCGA-14-0736	PLCG1	-	-	-0.317
TCGA-14-0736	PPP2R1A	-	-	-0.077
TCGA-14-0736	PTEN	-	-	-0.808
TCGA-14-0736	RAC1	-	-	-0.162
TCGA-14-0736	RANBP2	-	-	-1.187
TCGA-14-0736	RANBP3	-	-	-0.248
TCGA-14-0736	RB1	-	-	1.881
TCGA-14-0736	RBMX	-	-	-1.048
TCGA-14-0736	RHEB	-	-	2.233
TCGA-14-0736	RHOA	-	-	2.019
TCGA-14-0736	RPL5	-	-	0.75
TCGA-14-0736	RPSAP58	-	-	1.283
TCGA-14-0736	RUNX1	-	-	-0.458
TCGA-14-0736	RXRA	-	-	-0.731
TCGA-14-0736	SMAD2	-	-	-0.095
TCGA-14-0736	SMC1A	-	-	-1.472
TCGA-14-0736	SPATA6	-	-	2.09
TCGA-14-0736	SPEN	-	-	-1.213
TCGA-14-0736	SPOP	-	-	2.608
TCGA-14-0736	STAG2	-	-	-0.871
TCGA-14-0736	STK11	-	-	-0.625
TCGA-14-0736	SYNE1	-	-	-0.229
TCGA-14-0736	TBL1XR1	-	-	-0.541
TCGA-14-0736	TBX3	-	-	-0.169
TCGA-14-0736	TCF12	-	-	0.175
TCGA-14-0736	TCF7	-	-	-0.135
TCGA-14-0736	TET2	-	-	-0.397
TCGA-14-0736	TFDP1	-	-	-0.206
TCGA-14-0736	TGFBR2	-	-	-0.389
TCGA-14-0736	TGIF1	-	-	-0.463
TCGA-14-0736	TJP2	-	-	-0.948
TCGA-14-0736	TNFRSF10C	-	-	0.207
TCGA-14-0736	TOM1	-	-	-0.24
TCGA-14-0736	TP53	-	-	-0.329
TCGA-14-0736	U2AF1	-	-	-0.38
TCGA-14-0736	WT1	-	-	-0.007
TCGA-14-0736	ZFP36L1	-	-	-0.692
TCGA-14-0736	ZFP36L2	-	-	-0.34
TCGA-14-0736	ZNF132	-	-	1.581
TCGA-14-0736	ZNF300	-	-	-0.11
TCGA-14-0736	ZNF814	-	-	-0.117
TCGA-14-0736	ZNF844	-	-	-0.074
TCGA-14-0781	ABCB1	-	-	0.367
TCGA-14-0781	ACVR1B	-	-	-0.123
TCGA-14-0781	ADCY1	-	-	0.052
TCGA-14-0781	ADORA2A	-	-	0.012
TCGA-14-0781	AHNAK2	-	-	0.374
TCGA-14-0781	AKAP9	-	-	-0.331
TCGA-14-0781	AKD1	-	-	-0.295
TCGA-14-0781	AKT1	-	-	0.11
TCGA-14-0781	AMPH	-	-	0.103
TCGA-14-0781	APAF1	-	-	-0.225
TCGA-14-0781	BCOR	-	-	-1.237
TCGA-14-0781	BRAF	-	-	-0.78
TCGA-14-0781	BRCA1	-	-	-0.451
TCGA-14-0781	BRCA2	-	-	-0.349
TCGA-14-0781	CAD	-	-	-0.572
TCGA-14-0781	CASP8	-	-	-0.853
TCGA-14-0781	CAST	-	-	-0.174
TCGA-14-0781	CBFB	-	-	-0.211
TCGA-14-0781	CCND1	-	-	-0.334
TCGA-14-0781	CDKN2A	-	-	-0.076
TCGA-14-0781	CDKN2C	-	-	0.638
TCGA-14-0781	CEBPA	-	-	-0.175
TCGA-14-0781	CENPF	-	-	-0.6
TCGA-14-0781	CFH	-	-	-0.03
TCGA-14-0781	CHD4	-	-	-0.785
TCGA-14-0781	CHD8	-	-	-0.506
TCGA-14-0781	CREM	-	-	2.928
TCGA-14-0781	CRTC3	-	-	-0.397
TCGA-14-0781	CTCF	-	-	-1.208
TCGA-14-0781	CUL1	-	-	0.499
TCGA-14-0781	DHX9	-	-	-1.251
TCGA-14-0781	DICER1	-	-	-0.4
TCGA-14-0781	DMD	-	-	1.423
TCGA-14-0781	DNMT3A	-	-	-0.49
TCGA-14-0781	EGFR	-	-	-0.038
TCGA-14-0781	EIF4A2	-	-	-0.27
TCGA-14-0781	ELF3	-	-	-0.723
TCGA-14-0781	ERCC2	-	-	0.214
TCGA-14-0781	EWSR1	-	-	-0.54
TCGA-14-0781	EZH2	-	-	-0.629
TCGA-14-0781	FANCA	-	-	-0.657
TCGA-14-0781	FBN2	-	-	-0.033
TCGA-14-0781	FBXO11	-	-	0.165
TCGA-14-0781	FES	-	-	0.423
TCGA-14-0781	FGFR3	-	-	0.735
TCGA-14-0781	FLT3	-	-	-0.004
TCGA-14-0781	FOXA2	-	-	-0.009
TCGA-14-0781	FRG1B	-	-	-0.575
TCGA-14-0781	GATA3	-	-	-0.012
TCGA-14-0781	GNAI1	-	-	-0.004
TCGA-14-0781	GNAS	-	-	0.114
TCGA-14-0781	GOLGA5	-	-	-0.368
TCGA-14-0781	GOT2	-	-	0.014
TCGA-14-0781	GPHN	-	-	0.476
TCGA-14-0781	GPS2	-	-	-0.171
TCGA-14-0781	H3F3C	-	-	-0.449
TCGA-14-0781	HGF	-	-	0.128
TCGA-14-0781	HLA-A	-	-	-0.229
TCGA-14-0781	HMGXB4	-	-	-0.401
TCGA-14-0781	HRAS	-	-	0.743
TCGA-14-0781	HSPA8	-	-	-0.083
TCGA-14-0781	HUWE1	-	-	-1.069
TCGA-14-0781	IDH1	-	-	-0.068
TCGA-14-0781	IDH2	-	-	-0.425
TCGA-14-0781	IRS2	-	-	3.68
TCGA-14-0781	KDM5C	-	-	-0.86
TCGA-14-0781	KEAP1	-	-	-0.152
TCGA-14-0781	KIFC3	-	-	1.382
TCGA-14-0781	KIT	-	-	0.113
TCGA-14-0781	KRAS	-	-	-0.345
TCGA-14-0781	LEPR	-	-	-0.148
TCGA-14-0781	LIFR	-	-	0.887
TCGA-14-0781	LPP	-	-	-0.72
TCGA-14-0781	LUM	-	-	-0.238
TCGA-14-0781	LZTR1	-	-	0.731
TCGA-14-0781	MALAT1	-	-	-0.009
TCGA-14-0781	MAP2K4	-	-	0.098
TCGA-14-0781	MAP3K3	-	-	-0.493
TCGA-14-0781	MAPK8IP1	-	-	0.706
TCGA-14-0781	MATK	-	-	-0.305
TCGA-14-0781	MDM2	-	-	0.099
TCGA-14-0781	MDM4	-	-	-0.085
TCGA-14-0781	METTL14	-	-	-0.409
TCGA-14-0781	MN1	-	-	-0.084
TCGA-14-0781	MTOR	-	-	-0.63
TCGA-14-0781	NAV3	-	-	0.283
TCGA-14-0781	NBPF10	-	-	-0.054
TCGA-14-0781	NCOA4	-	-	-0.729
TCGA-14-0781	NF1	-	-	-1.079
TCGA-14-0781	NFE2L2	-	-	0.325
TCGA-14-0781	NLRP3	-	-	0.256
TCGA-14-0781	NOTCH1	-	-	0.499
TCGA-14-0781	NR4A2	-	-	-0.219
TCGA-14-0781	PCBP1	-	-	-1.087
TCGA-14-0781	PDGFRA	-	-	0.045
TCGA-14-0781	PIK3CA	-	-	-0.336
TCGA-14-0781	PIK3CG	-	-	-0.067
TCGA-14-0781	PIK3R1	-	-	-0.01
TCGA-14-0781	PIP5K1A	-	-	-0.451
TCGA-14-0781	PLCG1	-	-	2.557
TCGA-14-0781	PPP2R1A	-	-	0
TCGA-14-0781	PTEN	1	-	-0.499
TCGA-14-0781	RAC1	-	-	1.253
TCGA-14-0781	RANBP2	-	-	-0.647
TCGA-14-0781	RANBP3	-	-	0.024
TCGA-14-0781	RB1	-	-	0.305
TCGA-14-0781	RBMX	-	-	-1.545
TCGA-14-0781	RHEB	-	-	-0.036
TCGA-14-0781	RHOA	-	-	1.285
TCGA-14-0781	RPL5	-	-	-0.701
TCGA-14-0781	RPSAP58	-	-	0.081
TCGA-14-0781	RUNX1	-	-	-0.088
